inventory_id,Department,Class,Size,Inventory Units,Full Price Inventory Units,Markdown Inventory Units,Inventory Value,Full Price Inventory Value,Markdown Inventory Value,Units Sold,Full Price Units Sold,Markdown Units Sold,Sales,Full Price Sales,Markdown Sales
443,Junior Sportswear,Denim,33/30,11,0,11,$209.00,$0.00,$209.00,2,0,2,$38.00 ,$0.00 ,$38.00 
444,Junior Sportswear,Knits,L,726,281,445,"$6,002.15","$2,992.55","$3,009.60",70,35,35,$560.16 ,$335.96 ,$224.20 
445,Junior Sportswear,Knits,M,"1,080",370,710,"$8,695.05","$3,956.30","$4,738.75",124,75,49,"$1,079.25 ",$764.25 ,$315.00 
446,Junior Sportswear,Knits,S,488,178,310,"$3,845.42","$1,911.02","$1,934.40",36,17,19,$288.63 ,$165.43 ,$123.20 
447,Junior Sportswear,Knits,XL,40,16,24,$289.44,$121.44,$168.00,10,8,2,$69.53 ,$52.73 ,$16.80 
448,Junior Sportswear,Knits,XS,25,25,0,$195.06,$195.06,$0.00,7,6,1,$64.00 ,$56.65 ,$7.35 
449,Junior Sportswear,Knits,XXL,16,16,0,$111.84,$111.84,$0.00,4,4,0,$27.96 ,$27.96 ,$0.00 
450,Junior Sportswear,Knits,XXS,6,6,0,$44.74,$44.74,$0.00,4,4,0,$31.96 ,$31.96 ,$0.00 
451,Junior Sportswear,Non Denim Bottoms,L,"1,479",935,544,"$27,028.41","$18,973.51","$8,054.90",150,113,37,"$2,894.12 ","$2,298.42 ",$595.70 
452,Junior Sportswear,Non Denim Bottoms,M,"1,553","1,101",452,"$29,103.24","$22,399.29","$6,703.95",129,99,30,"$2,436.06 ","$2,003.76 ",$432.30 
453,Junior Sportswear,Non Denim Bottoms,S,878,780,98,"$16,904.20","$15,406.20","$1,498.00",63,49,14,"$1,210.51 ","$1,000.51 ",$210.00 
454,Junior Sportswear,Non Denim Bottoms,XL,208,143,65,"$4,090.57","$3,112.57",$978.00,35,22,13,$668.18 ,$467.78 ,$200.40 
455,Junior Sportswear,Non Denim Bottoms,XS,154,143,11,"$2,953.03","$2,775.43",$177.60,19,13,6,$319.92 ,$247.77 ,$72.15 
456,Junior Sportswear,Skirts,L,192,192,0,"$3,262.08","$3,262.08",$0.00,56,56,0,$951.44 ,$951.44 ,$0.00 
457,Junior Sportswear,Skirts,M,210,210,0,"$3,567.90","$3,567.90",$0.00,86,86,0,"$1,456.89 ","$1,456.89 ",$0.00 
458,Junior Sportswear,Skirts,S,188,188,0,"$3,184.78","$3,184.78",$0.00,38,38,0,$644.77 ,$644.77 ,$0.00 
459,Junior Sportswear,Wovens,L,848,664,184,"$13,982.16","$11,182.16","$2,800.00",64,47,17,"$1,063.54 ",$807.54 ,$256.00 
460,Junior Sportswear,Wovens,M,"1,225",979,246,"$20,132.47","$16,421.77","$3,710.70",83,69,14,"$1,287.37 ","$1,085.87 ",$201.50 
461,Junior Sportswear,Wovens,S,"1,418","1,241",177,"$22,504.09","$19,962.59","$2,541.50",79,62,17,"$1,202.99 ",$959.89 ,$243.10 
462,Junior Sportswear,Wovens,XL,44,44,0,$869.57,$869.57,$0.00,3,3,0,$32.23 ,$32.23 ,$0.00 
463,Activewear,Bra Tops,1X,12,12,0,$202.18,$202.18,$0.00,2,2,0,$23.79 ,$23.79 ,$0.00 
464,Activewear,Bra Tops,32A/B,5,5,0,$122.45,$122.45,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
465,Activewear,Bra Tops,32C/D,20,5,15,$412.21,$106.21,$306.00,10,3,7,$199.72 ,$63.72 ,$136.00 
466,Activewear,Bra Tops,L,849,812,37,"$14,409.29","$14,061.89",$347.40,186,168,18,"$3,109.32 ","$2,949.12 ",$160.20 
467,Activewear,Bra Tops,LG,254,39,215,"$2,816.61",$584.61,"$2,232.00",48,15,33,$587.85 ,$224.85 ,$363.00 
468,Activewear,Bra Tops,LL,3,0,3,$16.10,$0.00,$16.10,2,0,2,$8.05 ,$0.00 ,$8.05 
469,Activewear,Bra Tops,M,"1,160","1,131",29,"$19,806.69","$19,534.44",$272.25,252,244,8,"$4,258.31 ","$4,188.56 ",$69.75 
470,Activewear,Bra Tops,M/L,18,0,18,$180.00,$0.00,$180.00,5,0,5,$45.00 ,$0.00 ,$45.00 
471,Activewear,Bra Tops,MD,30,30,0,$443.70,$443.70,$0.00,4,4,0,$59.96 ,$59.96 ,$0.00 
472,Activewear,Bra Tops,S,"1,609","1,500",109,"$26,902.50","$25,588.75","$1,313.75",290,264,26,"$4,874.86 ","$4,547.36 ",$327.50 
473,Activewear,Bra Tops,SM,148,25,123,"$1,607.25",$324.75,"$1,282.50",27,13,14,$314.88 ,$162.38 ,$152.50 
474,Activewear,Bra Tops,XL,488,464,24,"$8,236.97","$7,939.37",$297.60,141,139,2,"$2,460.22 ","$2,431.42 ",$28.80 
475,Activewear,Bra Tops,XS,"1,070",696,374,"$14,628.54","$10,800.54","$3,828.00",57,38,19,$778.13 ,$586.13 ,$192.00 
476,Activewear,Bra Tops,XS/S,149,0,149,"$1,483.50",$0.00,"$1,483.50",7,0,7,$69.00 ,$0.00 ,$69.00 
477,Activewear,Bra Tops,XSS,16,0,16,$143.55,$0.00,$143.55,2,0,2,$13.05 ,$0.00 ,$13.05 
478,Activewear,Bra Tops,XXL,39,16,23,$514.95,$239.55,$275.40,12,10,2,$213.26 ,$192.86 ,$20.40 
479,Activewear,Capris,L,236,236,0,"$3,556.05","$3,556.05",$0.00,229,229,0,"$3,461.71 ","$3,461.71 ",$0.00 
480,Activewear,Capris,M,95,95,0,"$1,538.91","$1,538.91",$0.00,48,48,0,$748.18 ,$748.18 ,$0.00 
481,Activewear,Capris,S,301,301,0,"$4,772.55","$4,772.55",$0.00,80,80,0,"$1,309.60 ","$1,309.60 ",$0.00 
482,Activewear,Capris,SM,43,43,0,"$1,062.08","$1,062.08",$0.00,38,38,0,$934.63 ,$934.63 ,$0.00 
483,Activewear,Capris,XL,87,87,0,"$1,425.13","$1,425.13",$0.00,64,64,0,"$1,042.51 ","$1,042.51 ",$0.00 
484,Activewear,Capris,XS,233,233,0,"$4,336.43","$4,336.43",$0.00,22,22,0,$352.74 ,$352.74 ,$0.00 
485,Activewear,Capris,XXL,9,9,0,$123.67,$123.67,$0.00,8,8,0,$111.58 ,$111.58 ,$0.00 
486,Activewear,Hoodies,L,244,194,50,"$6,038.86","$5,245.26",$793.60,81,76,5,"$2,263.24 ","$2,186.44 ",$76.80 
487,Activewear,Hoodies,M,574,485,89,"$13,334.50","$11,908.90","$1,425.60",167,161,6,"$4,769.29 ","$4,682.89 ",$86.40 
488,Activewear,Hoodies,S,218,197,21,"$5,764.18","$5,441.78",$322.40,74,72,2,"$2,097.49 ","$2,066.29 ",$31.20 
489,Activewear,Hoodies,XL,119,109,10,"$3,018.96","$2,855.76",$163.20,46,43,3,"$1,189.58 ","$1,135.18 ",$54.40 
490,Activewear,Hoodies,XS,266,266,0,"$8,229.34","$8,229.34",$0.00,44,44,0,"$1,264.82 ","$1,264.82 ",$0.00 
491,Activewear,Jackets,L,897,806,91,"$21,643.94","$20,128.94","$1,515.00",91,69,22,"$2,176.31 ","$1,839.31 ",$337.00 
492,Activewear,Jackets,M,"1,846","1,466",380,"$42,593.34","$36,841.34","$5,752.00",174,116,58,"$3,802.84 ","$2,886.84 ",$916.00 
493,Activewear,Jackets,S,544,368,176,"$12,341.93","$9,695.93","$2,646.00",66,53,13,"$1,535.47 ","$1,337.47 ",$198.00 
494,Activewear,Jackets,SM,24,24,0,$599.76,$599.76,$0.00,8,8,0,$204.92 ,$204.92 ,$0.00 
495,Activewear,Jackets,XL,945,850,95,"$23,030.91","$21,301.91","$1,729.00",107,86,21,"$2,835.85 ","$2,440.65 ",$395.20 
496,Activewear,Jackets,XS,286,233,53,"$8,563.92","$7,776.42",$787.50,14,13,1,$411.13 ,$384.88 ,$26.25 
497,Activewear,Jackets,XXL,76,63,13,"$1,819.38","$1,559.38",$260.00,4,4,0,$97.46 ,$97.46 ,$0.00 
498,Activewear,One Piece,L,571,303,268,"$12,014.23","$6,974.23","$5,040.00",108,82,26,"$2,348.03 ","$1,873.43 ",$474.60 
499,Activewear,One Piece,M,948,727,221,"$21,000.74","$17,000.74","$4,000.00",152,120,32,"$3,346.00 ","$2,750.80 ",$595.20 
500,Activewear,One Piece,S,748,654,94,"$17,250.82","$15,561.22","$1,689.60",139,114,25,"$3,090.96 ","$2,622.36 ",$468.60 
501,Activewear,One Piece,XL,217,112,105,"$4,355.99","$2,402.39","$1,953.60",69,58,11,"$1,440.43 ","$1,242.43 ",$198.00 
502,Activewear,One Piece,XS,494,418,76,"$11,062.08","$9,921.33","$1,140.75",55,38,17,"$1,120.88 ",$857.63 ,$263.25 
503,Activewear,One Piece,XXL,20,20,0,$389.81,$389.81,$0.00,49,49,0,$974.51 ,$974.51 ,$0.00 
504,Activewear,Pants,2X,8,0,8,$108.50,$0.00,$108.50,2,0,2,$21.70 ,$0.00 ,$21.70 
505,Activewear,Pants,2XL,338,61,277,"$3,981.89","$1,214.39","$2,767.50",11,3,8,$134.97 ,$53.97 ,$81.00 
506,Activewear,Pants,L,"3,834","3,604",230,"$67,589.52","$64,431.87","$3,157.65","1,028",967,61,"$19,445.18 ","$18,689.18 ",$756.00 
507,Activewear,Pants,LG,38,38,0,$808.13,$808.13,$0.00,15,15,0,$307.86 ,$307.86 ,$0.00 
508,Activewear,Pants,M,"2,426","2,302",124,"$44,604.03","$42,746.98","$1,857.05",580,526,54,"$11,118.19 ","$10,509.14 ",$609.05 
509,Activewear,Pants,MD,54,19,35,"$1,160.81",$464.81,$696.00,12,3,9,$251.98 ,$59.98 ,$192.00 
510,Activewear,Pants,S,"2,673","2,610",63,"$48,971.41","$48,024.91",$946.50,469,444,25,"$9,089.32 ","$8,743.57 ",$345.75 
511,Activewear,Pants,SM,210,21,189,"$4,304.79",$524.79,"$3,780.00",17,3,14,$337.47 ,$67.47 ,$270.00 
512,Activewear,Pants,XL,"2,566","2,089",477,"$44,101.61","$38,122.41","$5,979.20",676,605,71,"$12,542.50 ","$11,704.45 ",$838.05 
513,Activewear,Pants,XS,"1,399","1,209",190,"$25,344.91","$22,443.91","$2,901.00",182,151,31,"$3,339.49 ","$2,981.49 ",$358.00 
514,Activewear,Pants,XSS,3,0,3,$56.00,$0.00,$56.00,0,0,0,$0.00 ,$0.00 ,$0.00 
515,Activewear,Pants,XST,2,0,2,$31.00,$0.00,$31.00,2,0,2,$31.00 ,$0.00 ,$31.00 
516,Activewear,Pants,XXL,191,162,29,"$3,577.58","$3,126.38",$451.20,77,66,11,"$1,503.34 ","$1,327.34 ",$176.00 
517,Activewear,Pants,XXLT,2,0,2,$32.00,$0.00,$32.00,2,0,2,$32.00 ,$0.00 ,$32.00 
518,Activewear,Shorts/Skirts,2XL,412,412,0,"$5,693.79","$5,693.79",$0.00,2,2,0,$29.23 ,$29.23 ,$0.00 
519,Activewear,Shorts/Skirts,L,"5,530","4,525","1,005","$81,664.35","$69,030.75","$12,633.60",579,495,84,"$8,824.86 ","$7,780.46 ","$1,044.40 "
520,Activewear,Shorts/Skirts,LG,328,317,11,"$4,861.79","$4,724.99",$136.80,40,34,6,$566.82 ,$487.02 ,$79.80 
521,Activewear,Shorts/Skirts,M,"3,250","2,691",559,"$47,836.89","$41,078.79","$6,758.10",453,379,74,"$6,721.01 ","$5,902.01 ",$819.00 
522,Activewear,Shorts/Skirts,MD,383,383,0,"$5,737.63","$5,731.03",$6.60,22,22,0,$329.24 ,$322.64 ,$6.60 
523,Activewear,Shorts/Skirts,S,"3,543","3,074",469,"$52,828.66","$47,647.66","$5,181.00",533,456,77,"$8,024.35 ","$7,105.30 ",$919.05 
524,Activewear,Shorts/Skirts,SM,"1,119","1,119",0,"$16,652.21","$16,652.21",$0.00,60,60,0,$847.71 ,$847.71 ,$0.00 
525,Activewear,Shorts/Skirts,XL,"2,217","1,854",363,"$32,774.67","$28,194.27","$4,580.40",223,211,12,"$3,423.30 ","$3,275.90 ",$147.40 
526,Activewear,Shorts/Skirts,XS,571,502,69,"$8,574.98","$7,845.98",$729.00,55,51,4,$893.99 ,$854.99 ,$39.00 
527,Activewear,Shorts/Skirts,XXL,214,141,73,"$3,158.05","$2,280.85",$877.20,41,38,3,$667.73 ,$626.93 ,$40.80 
528,Activewear,Shorts/Skirts,XXS,12,0,12,$91.65,$0.00,$91.65,8,0,8,$54.60 ,$0.00 ,$54.60 
529,Activewear,Ski Apparel,L,1,0,1,$3.00,$0.00,$3.00,1,0,1,$3.00 ,$0.00 ,$3.00 
530,Activewear,Ski Apparel,M,51,0,51,$326.40,$0.00,$326.40,10,0,10,$103.20 ,$0.00 ,$103.20 
531,Activewear,Ski Apparel,S,118,0,118,$703.80,$0.00,$703.80,17,0,17,$102.00 ,$0.00 ,$102.00 
532,Activewear,Tennis,2XL,4,0,4,$32.00,$0.00,$32.00,0,0,0,$0.00 ,$0.00 ,$0.00 
533,Activewear,Tennis,L,"2,949","2,452",497,"$59,288.34","$51,455.44","$7,832.90",428,367,61,"$8,175.19 ","$7,597.99 ",$577.20 
534,Activewear,Tennis,M,"3,346","2,972",374,"$69,105.58","$62,926.78","$6,178.80",561,517,44,"$11,009.13 ","$10,490.43 ",$518.70 
535,Activewear,Tennis,S,902,870,32,"$18,872.50","$18,626.15",$246.35,167,165,2,"$3,260.71 ","$3,247.06 ",$13.65 
536,Activewear,Tennis,XL,"1,133",804,329,"$21,177.96","$16,826.46","$4,351.50",89,60,29,"$1,748.40 ","$1,400.40 ",$348.00 
537,Activewear,Tennis,XS,"1,431","1,397",34,"$30,509.18","$30,276.08",$233.10,217,215,2,"$4,341.65 ","$4,328.70 ",$12.95 
538,Activewear,Tops,2XL,57,0,57,$456.00,$0.00,$456.00,0,0,0,$0.00 ,$0.00 ,$0.00 
539,Activewear,Tops,L,"3,168","2,827",341,"$49,975.94","$45,734.19","$4,241.75",556,510,46,"$8,017.66 ","$7,465.71 ",$551.95 
540,Activewear,Tops,LG,128,128,0,"$1,654.93","$1,654.93",$0.00,14,14,0,$181.86 ,$181.86 ,$0.00 
541,Activewear,Tops,M,"5,153","4,717",436,"$81,538.73","$75,571.73","$5,967.00",755,685,70,"$11,132.01 ","$10,251.81 ",$880.20 
542,Activewear,Tops,MD,114,114,0,"$1,469.82","$1,469.82",$0.00,24,24,0,$302.02 ,$302.02 ,$0.00 
543,Activewear,Tops,S,"2,831","2,578",253,"$44,508.32","$40,887.82","$3,620.50",446,406,40,"$6,323.04 ","$5,849.84 ",$473.20 
544,Activewear,Tops,SM,159,159,0,"$2,057.62","$2,057.62",$0.00,17,17,0,$214.34 ,$214.34 ,$0.00 
545,Activewear,Tops,XL,"1,594","1,471",123,"$24,580.19","$23,587.99",$992.20,400,361,39,"$5,747.19 ","$5,392.99 ",$354.20 
546,Activewear,Tops,XS,"1,381","1,021",360,"$20,092.39","$16,512.59","$3,579.80",122,97,25,"$1,558.63 ","$1,323.43 ",$235.20 
547,Activewear,Tops,XXL,256,245,11,"$3,793.30","$3,740.80",$52.50,74,63,11,"$1,005.62 ",$953.12 ,$52.50 
548,Handbags/Accessories,Backpack,,"1,091","1,022",69,"$47,781.04","$44,545.28","$3,235.76",0,0,0,$0.00 ,$0.00 ,$0.00 
549,Handbags/Accessories,Belts,L,303,273,30,"$13,001.53","$12,259.32",$742.21,81,75,6,"$4,880.79 ","$4,712.11 ",$168.68 
550,Handbags/Accessories,Belts,M,209,187,22,"$11,956.71","$11,396.94",$559.77,75,63,12,"$2,191.66 ","$1,911.77 ",$279.89 
551,Handbags/Accessories,Belts,OS,80,80,0,"$2,232.20","$2,232.20",$0.00,19,19,0,$493.31 ,$493.31 ,$0.00 
552,Handbags/Accessories,Belts,S,148,124,24,"$18,839.32","$15,479.56","$3,359.76",24,21,3,"$2,259.77 ","$1,923.79 ",$335.98 
553,Handbags/Accessories,Belts,XL,182,182,0,"$19,948.59","$19,948.59",$0.00,36,36,0,"$2,010.60 ","$2,010.60 ",$0.00 
554,Handbags/Accessories,Belts,XS,372,302,70,"$54,896.28","$45,096.98","$9,799.30",18,18,0,"$2,659.82 ","$2,659.82 ",$0.00 
555,Handbags/Accessories,Evening/Clutch,,"2,004","1,431",573,"$73,085.49","$60,043.14","$13,042.35",0,0,0,$0.00 ,$0.00 ,$0.00 
556,Handbags/Accessories,Hobos,,"2,027","1,866",161,"$107,773.09","$87,291.09","$20,482.00",0,0,0,$0.00 ,$0.00 ,$0.00 
557,Handbags/Accessories,Italy,,58,58,0,"$6,509.43","$6,509.43",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
558,Handbags/Accessories,Luxury,,5,5,0,"$2,999.95","$2,999.95",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
559,Handbags/Accessories,Luxury,38,2,2,0,$197.99,$197.99,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
560,Handbags/Accessories,Luxury,40,4,4,0,$674.96,$674.96,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
561,Handbags/Accessories,Luxury,42,8,8,0,"$1,439.92","$1,439.92",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
562,Handbags/Accessories,Luxury,44,4,4,0,$683.96,$683.96,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
563,Handbags/Accessories,Luxury,46,3,3,0,$431.98,$431.98,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
564,Handbags/Accessories,Luxury,48,2,2,0,$233.99,$233.99,$0.00,2,2,0,$233.99 ,$233.99 ,$0.00 
565,Handbags/Accessories,Luxury,65cm,5,5,0,"$1,574.96","$1,574.96",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
566,Handbags/Accessories,Luxury,70CM,3,3,0,$839.98,$839.98,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
567,Handbags/Accessories,Luxury,75CM,15,15,0,"$5,197.35","$5,197.35",$0.00,2,2,0,$544.48 ,$544.48 ,$0.00 
568,Handbags/Accessories,Luxury,80CM,2,2,0,$524.98,$524.98,$0.00,1,1,0,$165.00 ,$165.00 ,$0.00 
569,Handbags/Accessories,Luxury,85CM,4,4,0,"$1,312.46","$1,312.46",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
570,Handbags/Accessories,Messenger/Xbody,,"5,358","4,843",515,"$235,683.83","$219,197.23","$16,486.60",0,0,0,$0.00 ,$0.00 ,$0.00 
571,Handbags/Accessories,Satchels,,"7,737","6,368","1,369","$306,853.17","$268,935.57","$37,917.60",0,0,0,$0.00 ,$0.00 ,$0.00 
572,Handbags/Accessories,SLG,,"3,810","2,648","1,162","$70,851.52","$55,903.52","$14,948.00",0,0,0,$0.00 ,$0.00 ,$0.00 
573,Handbags/Accessories,Totes,,"5,445","4,430","1,015","$210,485.21","$188,231.96","$22,253.25",0,0,0,$0.00 ,$0.00 ,$0.00 
574,Mens Furnishings,Dress Shirts,14-14.5 x 32/33,78,63,15,"$1,460.37","$1,220.37",$240.00,19,19,0,$364.81 ,$364.81 ,$0.00 
575,Mens Furnishings,Dress Shirts,15.5x32/33,10,10,0,$229.91,$229.91,$0.00,3,3,0,$57.48 ,$57.48 ,$0.00 
576,Mens Furnishings,Dress Shirts,15.5x34/35,38,38,0,$893.83,$893.83,$0.00,9,9,0,$197.12 ,$197.12 ,$0.00 
577,Mens Furnishings,Dress Shirts,15-15.5 x 32/33,228,187,41,"$4,288.34","$3,619.54",$668.80,48,38,10,$894.52 ,$742.52 ,$152.00 
578,Mens Furnishings,Dress Shirts,15-15.5 x 34/35,62,58,4,"$1,199.42","$1,135.42",$64.00,14,10,4,$251.90 ,$187.90 ,$64.00 
579,Mens Furnishings,Dress Shirts,15x32/33,24,24,0,$594.76,$594.76,$0.00,5,5,0,$104.96 ,$104.96 ,$0.00 
580,Mens Furnishings,Dress Shirts,16.5 x 32/33,9,9,0,$224.91,$224.91,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
581,Mens Furnishings,Dress Shirts,16.5 x 34/35,15,15,0,$326.16,$326.16,$0.00,4,4,0,$79.27 ,$79.27 ,$0.00 
582,Mens Furnishings,Dress Shirts,16-16.5 x 32/33,17,17,0,$334.73,$334.73,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
583,Mens Furnishings,Dress Shirts,16-16.5 x 34/35,108,108,0,"$2,061.33","$2,061.33",$0.00,8,8,0,$155.12 ,$155.12 ,$0.00 
584,Mens Furnishings,Dress Shirts,16x 32/33,37,37,0,$875.44,$875.44,$0.00,8,8,0,$172.48 ,$172.48 ,$0.00 
585,Mens Furnishings,Dress Shirts,16x34/ 35,228,228,0,"$5,553.27","$5,553.27",$0.00,6,6,0,$138.69 ,$138.69 ,$0.00 
586,Mens Furnishings,Dress Shirts,16x34/35,6,6,0,$129.95,$129.95,$0.00,6,6,0,$129.95 ,$129.95 ,$0.00 
587,Mens Furnishings,Dress Shirts,17-17.5 x 34/35,45,45,0,$875.70,$875.70,$0.00,10,10,0,$196.25 ,$196.25 ,$0.00 
588,Mens Furnishings,Dress Shirts,17x34/35,5,5,0,$119.95,$119.95,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
589,Mens Furnishings,Loungewear,L,"5,572","4,057","1,515","$62,584.58","$48,701.18","$13,883.40",272,134,138,"$2,772.91 ","$1,620.01 ","$1,152.90 "
590,Mens Furnishings,Loungewear,M,"5,149","3,959","1,190","$61,720.22","$49,242.17","$12,478.05",227,110,117,"$2,577.41 ","$1,335.41 ","$1,242.00 "
591,Mens Furnishings,Loungewear,S,322,252,70,"$3,823.28","$3,130.28",$693.00,21,15,6,$240.75 ,$185.75 ,$55.00 
592,Mens Furnishings,Loungewear,XL,"3,962","3,054",908,"$46,507.46","$37,411.46","$9,096.00",254,138,116,"$2,910.62 ","$1,764.62 ","$1,146.00 "
593,Mens Furnishings,Socks,L,151,151,0,"$2,178.49","$2,178.49",$0.00,8,8,0,$429.92 ,$429.92 ,$0.00 
594,Mens Furnishings,Socks,M,67,67,0,"$4,552.33","$4,552.33",$0.00,8,8,0,$550.93 ,$550.93 ,$0.00 
595,Mens Furnishings,Socks,MD,166,0,166,$991.80,$0.00,$991.80,114,0,114,$678.60 ,$0.00 ,$678.60 
596,Mens Furnishings,Socks,S,30,30,0,"$2,066.70","$2,066.70",$0.00,1,1,0,$51.99 ,$51.99 ,$0.00 
597,Mens Furnishings,Underwear,L,"2,518","2,250",268,"$50,123.21","$45,589.01","$4,534.20",168,136,32,"$2,877.35 ","$2,340.55 ",$536.80 
598,Mens Furnishings,Underwear,M,614,587,27,"$12,289.39","$11,833.99",$455.40,58,50,8,"$1,098.96 ",$964.76 ,$134.20 
599,Mens Furnishings,Underwear,S,246,246,0,"$4,627.14","$4,627.14",$0.00,20,20,0,$394.00 ,$394.00 ,$0.00 
600,Mens Furnishings,Underwear,XL,766,668,98,"$14,866.93","$13,230.33","$1,636.60",52,46,6,$852.15 ,$759.75 ,$92.40 
601,Mens Furnishings,Underwear,XXL,33,33,0,$582.68,$582.68,$0.00,5,5,0,$65.95 ,$65.95 ,$0.00 
602,Mens Moderate Sportswear,Denim,30/29,2,2,0,$44.98,$44.98,$0.00,1,1,0,$22.49 ,$22.49 ,$0.00 
603,Mens Moderate Sportswear,Denim,30/32,1,1,0,$16.24,$16.24,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
604,Mens Moderate Sportswear,Denim,30/34,23,23,0,$552.28,$552.28,$0.00,2,2,0,$42.48 ,$42.48 ,$0.00 
605,Mens Moderate Sportswear,Denim,30x30,19,19,0,$462.32,$462.32,$0.00,2,2,0,$46.23 ,$46.23 ,$0.00 
606,Mens Moderate Sportswear,Denim,30x32,8,8,0,$199.92,$199.92,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
607,Mens Moderate Sportswear,Denim,32/30,17,17,0,$412.34,$412.34,$0.00,2,2,0,$37.49 ,$37.49 ,$0.00 
608,Mens Moderate Sportswear,Denim,32/32,15,15,0,$362.36,$362.36,$0.00,2,2,0,$36.24 ,$36.24 ,$0.00 
609,Mens Moderate Sportswear,Denim,32/34,18,18,0,$438.57,$438.57,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
610,Mens Moderate Sportswear,Denim,32x30,7,7,0,$174.93,$174.93,$0.00,1,1,0,$24.99 ,$24.99 ,$0.00 
611,Mens Moderate Sportswear,Denim,32x32,3,3,0,$59.98,$59.98,$0.00,2,2,0,$39.98 ,$39.98 ,$0.00 
612,Mens Moderate Sportswear,Denim,32x34,3,3,0,$71.22,$71.22,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
613,Mens Moderate Sportswear,Denim,34/30,31,31,0,$759.70,$759.70,$0.00,6,6,0,$142.44 ,$142.44 ,$0.00 
614,Mens Moderate Sportswear,Denim,34/32,7,7,0,$159.94,$159.94,$0.00,5,5,0,$119.95 ,$119.95 ,$0.00 
615,Mens Moderate Sportswear,Denim,34/34,4,4,0,$87.47,$87.47,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
616,Mens Moderate Sportswear,Denim,34x30,36,36,0,$878.40,$878.40,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
617,Mens Moderate Sportswear,Denim,34x32,13,13,0,$319.87,$319.87,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
618,Mens Moderate Sportswear,Denim,36/29,15,15,0,$359.86,$359.86,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
619,Mens Moderate Sportswear,Denim,36/30,63,63,0,"$1,571.87","$1,571.87",$0.00,13,13,0,$323.62 ,$323.62 ,$0.00 
620,Mens Moderate Sportswear,Denim,36x30,18,18,0,$439.82,$439.82,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
621,Mens Moderate Sportswear,Denim,38/30,10,10,0,$233.66,$233.66,$0.00,2,2,0,$27.49 ,$27.49 ,$0.00 
622,Mens Moderate Sportswear,Denim,38/32,1,1,0,$19.99,$19.99,$0.00,1,1,0,$19.99 ,$19.99 ,$0.00 
623,Mens Moderate Sportswear,Denim,38x30,8,8,0,$178.68,$178.68,$0.00,1,1,0,$16.24 ,$16.24 ,$0.00 
624,Mens Moderate Sportswear,Denim,38x32,12,12,0,$288.63,$288.63,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
625,Mens Moderate Sportswear,Denim,40/30,31,31,0,$769.69,$769.69,$0.00,4,4,0,$87.47 ,$87.47 ,$0.00 
626,Mens Moderate Sportswear,Denim,42/30,23,23,0,$559.78,$559.78,$0.00,3,3,0,$69.97 ,$69.97 ,$0.00 
627,Mens Moderate Sportswear,LS Knit Tops,L,138,116,22,"$1,720.45","$1,496.45",$224.00,8,7,1,$99.14 ,$83.14 ,$16.00 
628,Mens Moderate Sportswear,LS Knit Tops,M,116,116,0,"$1,554.35","$1,554.35",$0.00,9,9,0,$134.91 ,$134.91 ,$0.00 
629,Mens Moderate Sportswear,LS Knit Tops,S,149,145,4,"$2,403.35","$2,331.35",$72.00,12,10,2,$226.70 ,$190.70 ,$36.00 
630,Mens Moderate Sportswear,LS Knit Tops,XL,68,68,0,$942.03,$942.03,$0.00,6,6,0,$84.65 ,$84.65 ,$0.00 
631,Mens Moderate Sportswear,LS Knit Tops,XXL,45,45,0,$675.00,$675.00,$0.00,3,3,0,$48.42 ,$48.42 ,$0.00 
632,Mens Moderate Sportswear,LS Woven Tops,L,231,231,0,"$3,675.55","$3,675.55",$0.00,32,31,1,$536.49 ,$525.49 ,$11.00 
633,Mens Moderate Sportswear,LS Woven Tops,M,968,948,20,"$15,834.52","$15,394.52",$440.00,48,48,0,$975.52 ,$975.52 ,$0.00 
